ID,Payed Status in April,Payed Status in May,Payed Status in June,Payed Status in July,Payed Status in August,Payed Status in September,Credit Limit,Average Bill Amount,Average Pay Amount,Sex,Education_Graduate School,Education_High School,Education_Others,Education_University,Marriage_Married,Marriage_Others,Marriage_Single,Age_Young Adult (20-27),Age_Adult (28-35),Age_Middle Aged (36-45),Age_Senior (46-80),Defaulted Payment
9692,1,1,1,1,1,0,130000,78.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0,0
9693,0,0,0,0,0,0,360000,648.5,12.0,1,1,0,0,0,0,0,1,0,1,0,0,1
9694,0,0,0,0,0,0,210000,87396.0,4250.0,0,0,1,0,0,0,0,1,0,0,1,0,0
9695,1,1,1,1,1,1,20000,17878.0,850.0,1,0,1,0,0,0,0,1,1,0,0,0,1
9696,0,0,0,0,0,0,20000,14230.5,1720.5,0,0,0,0,1,0,0,1,1,0,0,0,0
9697,1,1,1,1,1,1,50000,17061.5,500.0,1,0,0,0,1,1,0,0,0,1,0,0,1
9698,0,0,0,0,0,0,100000,65857.0,1824.0,0,0,0,0,1,1,0,0,0,0,1,0,0
9699,0,0,0,0,0,0,50000,0.0,0.0,1,0,1,0,0,0,0,1,0,1,0,0,0
9700,1,1,1,1,1,1,130000,127029.0,4350.0,1,0,0,0,1,0,0,1,1,0,0,0,1
9701,0,0,0,0,0,0,270000,2985.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0,0
9702,0,0,0,0,0,0,50000,390.0,195.0,0,0,0,0,1,0,0,1,1,0,0,0,0
9703,0,0,0,0,0,0,80000,10094.0,810.5,0,0,0,0,1,1,0,0,0,1,0,0,0
9704,0,0,0,0,0,0,10000,2411.5,2303.0,0,1,0,0,0,0,0,1,0,1,0,0,0
9705,0,0,0,0,0,0,190000,359.0,359.0,0,0,0,0,1,1,0,0,0,1,0,0,0
9706,1,0,0,1,0,0,50000,43672.0,2390.0,1,1,0,0,0,0,0,1,1,0,0,0,0
9707,0,1,1,1,1,1,100000,46896.0,2000.0,0,0,1,0,0,1,0,0,0,0,1,0,1
9708,0,0,0,0,0,0,150000,77754.5,2844.0,1,0,0,0,1,0,0,1,0,0,0,1,1
9709,0,0,0,0,0,0,510000,0.0,0.0,1,0,1,0,0,0,0,1,0,1,0,0,0
9710,0,0,0,0,0,0,110000,19426.5,4000.0,0,0,0,0,1,0,0,1,1,0,0,0,0
9711,0,0,0,0,0,0,150000,1661.0,1164.0,0,1,0,0,0,1,0,0,0,0,0,1,0
9712,0,0,0,0,0,0,50000,31254.0,828.0,0,0,0,0,1,1,0,0,0,0,0,1,0
9713,0,0,0,0,0,0,50000,19599.5,2503.0,0,0,0,0,1,0,0,1,1,0,0,0,0
9714,0,0,0,1,0,1,360000,414.0,416.0,0,0,0,0,1,1,0,0,0,1,0,0,0
9715,1,1,1,0,0,1,10000,9414.0,700.0,0,1,0,0,0,0,0,1,1,0,0,0,0
9716,0,0,0,1,1,1,210000,120674.0,4477.5,0,1,0,0,0,0,0,1,1,0,0,0,0
9717,0,0,0,0,0,0,370000,243919.0,9103.5,1,0,0,0,1,0,0,1,1,0,0,0,0
9718,0,0,0,0,0,0,360000,493.0,390.0,0,0,0,0,1,1,0,0,0,1,0,0,0
9719,1,0,0,1,0,0,50000,48020.5,1950.0,0,0,0,0,1,1,0,0,0,1,0,0,1
9720,0,0,0,0,0,0,360000,0.0,1594.5,1,0,0,0,1,0,0,1,0,0,1,0,0
9721,0,0,0,0,0,0,170000,14330.5,2156.0,0,1,0,0,0,1,0,0,0,1,0,0,0
9722,0,0,0,0,0,0,70000,69646.0,3258.5,1,0,0,0,1,0,0,1,1,0,0,0,1
9723,0,0,0,0,0,0,360000,6542.5,6575.5,0,1,0,0,0,0,0,1,0,1,0,0,0
9724,0,0,0,0,0,0,230000,75994.5,2277.0,1,0,0,1,0,1,0,0,0,0,1,0,0
9725,0,0,0,0,0,0,50000,0.0,0.0,1,1,0,0,0,1,0,0,0,0,1,0,0
9726,0,0,0,0,0,0,200000,1087.0,1096.0,1,1,0,0,0,1,0,0,0,0,1,0,0
9727,0,0,0,0,0,0,140000,326.0,326.0,1,0,0,0,1,0,0,1,0,1,0,0,1
9728,0,0,0,0,0,0,120000,118144.5,5000.0,0,0,0,0,1,0,0,1,0,1,0,0,0
9729,0,0,0,0,0,0,280000,2024.5,2024.5,0,0,1,0,0,0,0,1,0,0,1,0,0
9730,0,0,0,0,0,0,300000,11931.0,11934.0,0,1,0,0,0,0,0,1,0,1,0,0,0
9731,1,1,1,1,0,0,20000,19071.0,630.5,0,0,0,0,1,0,0,1,1,0,0,0,0
9732,0,1,1,1,1,1,160000,160363.0,5750.0,0,0,0,0,1,0,0,1,1,0,0,0,1
9733,0,0,0,0,0,1,20000,18584.5,850.0,1,1,0,0,0,0,0,1,1,0,0,0,1
9734,0,0,0,0,0,0,120000,40702.5,1432.0,1,0,0,0,1,1,0,0,0,0,1,0,0
9735,0,0,0,0,0,0,290000,250.0,0.0,0,0,0,0,1,1,0,0,0,0,1,0,0
9736,1,0,0,0,0,0,60000,27114.5,1252.5,1,0,0,0,1,1,0,0,0,1,0,0,0
9737,0,0,0,0,0,0,110000,68133.5,2000.0,0,1,0,0,0,0,0,1,0,1,0,0,0
9738,0,0,0,0,0,0,50000,18446.0,1000.0,0,0,1,0,0,1,0,0,0,0,1,0,0
9739,0,0,0,0,0,0,630000,5179.0,1000.0,1,1,0,0,0,0,0,1,0,1,0,0,0
9740,0,1,0,0,0,0,30000,26080.0,1600.0,1,1,0,0,0,0,0,1,1,0,0,0,0
9741,0,0,0,0,0,0,50000,40307.5,1211.0,1,0,0,0,1,0,0,1,0,1,0,0,0
9742,0,0,0,0,0,0,60000,34973.0,1750.5,1,0,0,0,1,1,0,0,0,0,1,0,0
9743,0,0,0,0,0,0,150000,27343.5,6807.0,1,0,0,0,1,0,0,1,1,0,0,0,0
9744,0,0,0,0,0,0,10000,9472.5,396.0,1,0,1,0,0,0,0,1,1,0,0,0,0
9745,0,0,0,0,0,0,20000,14038.0,164.0,1,0,0,0,1,0,0,1,1,0,0,0,0
9746,0,0,0,0,0,0,80000,82879.0,2980.5,1,0,1,0,0,0,0,1,0,1,0,0,0
9747,0,0,0,0,0,0,160000,43608.5,2700.0,0,0,0,0,1,0,0,1,0,0,0,1,0
9748,0,0,0,0,0,0,100000,75720.5,3564.5,1,0,0,0,1,0,0,1,0,0,1,0,0
9749,0,0,0,1,0,0,90000,46392.5,1256.0,0,0,1,0,0,1,0,0,0,1,0,0,0
9750,0,0,1,1,0,0,50000,30186.5,1061.0,0,0,1,0,0,0,0,1,0,0,0,1,0
9751,0,0,0,0,0,0,170000,124205.0,5000.0,1,1,0,0,0,0,0,1,0,1,0,0,0
9752,0,0,0,0,0,0,240000,9831.0,9920.5,0,1,0,0,0,0,0,1,0,1,0,0,0
9753,0,0,0,0,0,0,80000,3169.5,3448.5,0,0,0,0,1,0,0,1,1,0,0,0,0
9754,0,0,0,0,0,0,80000,73621.0,3000.0,0,1,0,0,0,0,0,1,0,1,0,0,0
9755,0,0,0,0,0,0,360000,0.0,0.0,0,0,0,0,1,1,0,0,0,0,1,0,0
9756,1,1,1,0,0,1,140000,55071.0,2750.0,1,1,0,0,0,1,0,0,0,1,0,0,0
9757,0,0,0,0,0,0,60000,29723.0,1304.5,1,0,0,0,1,0,0,1,0,0,0,1,0
9758,0,0,0,0,0,0,110000,64987.5,4987.5,1,0,1,0,0,0,0,1,1,0,0,0,0
9759,0,0,0,0,0,0,160000,157189.5,6450.0,0,1,0,0,0,0,0,1,1,0,0,0,0
9760,0,0,0,0,0,0,200000,2533.0,1602.5,0,0,1,0,0,1,0,0,0,0,1,0,1
9761,0,0,0,0,0,0,280000,86840.5,3118.5,0,0,0,0,1,1,0,0,0,1,0,0,0
9762,1,1,1,1,1,1,360000,367607.5,0.0,1,0,0,0,1,1,0,0,0,1,0,0,0
9763,0,0,0,0,0,0,90000,1075.0,783.5,0,1,0,0,0,0,0,1,1,0,0,0,1
9764,0,0,0,0,0,0,200000,70846.0,42500.0,1,0,0,0,1,0,0,1,0,0,1,0,0
9765,1,1,1,1,1,1,50000,31325.0,600.0,1,1,0,0,0,1,0,0,0,0,0,1,1
9766,0,0,0,0,0,0,400000,1607.5,1077.0,0,1,0,0,0,1,0,0,0,1,0,0,0
9767,0,0,0,0,0,1,360000,768.5,970.5,1,1,0,0,0,1,0,0,0,0,0,1,0
9768,0,0,0,0,0,0,150000,92111.5,3175.5,1,0,1,0,0,1,0,0,0,0,0,1,0
9769,0,1,0,0,1,1,50000,47615.5,1744.0,0,0,1,0,0,0,0,1,0,0,0,1,1
9770,0,0,0,0,0,0,150000,36631.0,7005.0,1,0,0,0,1,0,0,1,0,1,0,0,0
9771,0,0,0,0,1,1,100000,846.5,487.0,0,0,0,0,1,0,0,1,0,0,1,0,1
9772,0,0,0,0,0,0,310000,27492.0,1286.5,0,1,0,0,0,1,0,0,0,1,0,0,0
9773,0,0,1,1,0,1,120000,0.0,0.0,1,0,0,0,1,0,0,1,0,0,1,0,0
9774,0,0,0,0,0,0,90000,83916.5,4100.0,0,0,0,0,1,1,0,0,0,0,1,0,0
9775,0,0,0,0,0,0,150000,13033.5,11676.0,0,1,0,0,0,1,0,0,0,0,1,0,0
9776,0,0,0,0,0,0,50000,22396.5,1260.0,1,0,0,0,1,1,0,0,0,0,1,0,0
9777,0,0,0,0,0,0,210000,5997.0,4738.0,1,1,0,0,0,1,0,0,0,0,0,1,0
9778,0,0,0,0,0,0,300000,5686.5,750.0,0,0,0,0,1,0,0,1,0,0,1,0,0
9779,0,0,0,0,0,1,110000,68111.0,3000.0,0,0,0,0,1,1,0,0,0,1,0,0,1
9780,0,0,0,0,0,0,150000,146111.5,3435.0,0,1,0,0,0,0,0,1,1,0,0,0,0
9781,0,0,0,0,0,0,210000,1495.5,1256.0,1,1,0,0,0,1,0,0,0,0,1,0,0
9782,0,1,1,1,1,1,30000,24270.5,1000.0,1,1,0,0,0,0,0,1,0,1,0,0,1
9783,0,0,0,0,0,0,240000,316.0,316.0,0,0,0,0,1,1,0,0,0,0,1,0,0
9784,0,0,0,0,0,0,120000,856.0,856.0,1,0,0,0,1,0,0,1,0,1,0,0,0
9785,0,0,0,0,0,0,80000,29886.5,2627.0,0,1,0,0,0,0,0,1,1,0,0,0,0
9786,0,1,0,0,1,1,80000,31003.0,1500.0,0,0,0,0,1,0,0,1,1,0,0,0,1
9787,0,0,0,0,0,0,360000,2670.5,6.5,1,1,0,0,0,1,0,0,0,1,0,0,0
9788,1,0,0,1,1,1,130000,75178.0,3500.0,1,1,0,0,0,0,0,1,0,1,0,0,1
9789,0,0,0,0,0,1,290000,326.0,440.0,1,0,0,0,1,1,0,0,0,0,1,0,0
9790,0,0,0,0,0,0,240000,16337.0,1623.5,0,0,1,0,0,1,0,0,0,1,0,0,0
9791,0,0,1,1,0,0,60000,7135.0,1025.0,1,0,0,0,1,0,0,1,1,0,0,0,0
9792,0,0,0,0,0,1,200000,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,1,1
9793,0,0,0,0,0,0,150000,84315.0,2894.5,0,0,0,0,1,1,0,0,1,0,0,0,0
9794,0,0,0,0,0,0,300000,106044.5,7708.5,1,0,1,0,0,0,0,1,0,1,0,0,0
9795,1,1,1,1,0,0,30000,10518.0,1513.5,0,0,0,0,1,0,0,1,1,0,0,0,0
9796,0,0,0,0,0,0,250000,64102.5,3250.0,1,0,0,0,1,1,0,0,0,0,1,0,1
9797,0,0,0,0,0,0,20000,17447.5,1000.0,1,0,1,0,0,0,0,1,0,0,1,0,0
9798,0,0,0,0,0,0,370000,171554.0,6000.0,0,1,0,0,0,0,0,1,0,1,0,0,0
9799,0,0,0,0,1,1,20000,3345.0,550.0,0,1,0,0,0,0,0,1,1,0,0,0,1
9800,0,0,0,0,0,0,120000,1888.5,1100.0,0,0,0,0,1,0,0,1,1,0,0,0,1
9801,0,0,0,0,0,0,50000,12050.5,1000.0,1,0,0,0,1,0,0,1,1,0,0,0,0
9802,0,0,0,0,0,0,190000,38782.0,1500.0,0,1,0,0,0,0,0,1,1,0,0,0,1
9803,1,1,1,0,0,0,20000,19245.5,1250.0,0,0,0,0,1,0,0,1,1,0,0,0,0
9804,0,0,0,0,1,1,240000,14669.5,1190.5,0,0,0,0,1,1,0,0,0,0,1,0,0
9805,0,0,0,0,0,0,150000,37628.5,4000.0,1,0,0,0,1,0,0,1,0,1,0,0,0
9806,0,0,0,0,0,0,180000,7262.5,2000.0,0,0,0,0,1,1,0,0,0,1,0,0,0
9807,0,0,0,0,0,0,180000,133300.0,6000.0,1,0,0,0,1,0,0,1,0,0,1,0,0
9808,0,0,0,0,0,0,70000,0.0,0.0,1,1,0,0,0,0,0,1,0,1,0,0,0
9809,0,0,0,0,0,0,230000,2565.0,3244.0,0,1,0,0,0,0,0,1,0,1,0,0,0
9810,0,0,0,0,0,0,360000,1805.0,1190.0,1,1,0,0,0,0,0,1,1,0,0,0,0
9811,1,0,0,0,0,0,120000,54675.0,2411.0,0,0,0,0,1,0,0,1,0,1,0,0,0
9812,1,1,1,1,1,1,90000,78122.0,3300.0,1,0,1,0,0,1,0,0,0,0,0,1,1
9813,1,0,0,0,0,0,110000,66409.0,2342.5,1,0,0,0,1,1,0,0,0,1,0,0,0
9814,0,0,0,0,0,0,100000,31704.0,1001.0,0,0,1,0,0,1,0,0,0,0,0,1,0
9815,0,0,0,1,1,1,90000,43589.5,1500.0,1,1,0,0,0,0,0,1,1,0,0,0,0
9816,0,0,1,1,1,1,50000,48100.5,1000.0,0,1,0,0,0,1,0,0,0,1,0,0,0
9817,1,0,0,0,0,0,50000,9689.5,901.0,0,0,0,0,1,0,0,1,0,0,0,1,0
9818,0,0,0,0,0,1,180000,0.0,0.0,0,1,0,0,0,1,0,0,1,0,0,0,0
9819,0,0,0,0,0,0,50000,23054.0,1000.0,1,0,0,0,1,1,0,0,0,0,1,0,0
9820,0,0,0,0,0,0,20000,16111.5,1150.0,0,0,1,0,0,0,0,1,1,0,0,0,0
9821,1,1,1,1,1,1,20000,29230.0,0.0,1,0,0,0,1,0,0,1,1,0,0,0,0
9822,1,1,1,1,1,1,20000,9753.0,1250.0,0,0,0,0,1,1,0,0,1,0,0,0,0
9823,0,0,0,0,0,0,20000,15793.0,1655.0,1,0,1,0,0,0,0,1,0,0,0,1,0
9824,0,0,0,0,0,0,50000,390.0,390.0,0,0,1,0,0,1,0,0,0,0,0,1,1
9825,0,0,0,0,0,0,210000,0.0,0.0,1,0,0,0,1,1,0,0,0,0,1,0,0
9826,1,0,0,0,0,0,490000,3747.0,2942.5,1,0,0,1,0,1,0,0,0,0,0,1,0
9827,0,0,0,0,0,1,280000,4597.0,4986.0,0,1,0,0,0,0,0,1,1,0,0,0,1
9828,0,0,0,0,0,0,200000,1033.0,681.0,0,0,1,0,0,0,0,1,0,0,0,1,0
9829,0,0,0,0,0,1,100000,0.0,75.0,0,0,0,0,1,0,0,1,1,0,0,0,1
9830,0,0,0,0,0,0,250000,384.5,0.0,1,1,0,0,0,0,0,1,0,0,0,1,0
9831,1,0,0,0,0,0,240000,13820.5,6150.0,1,0,0,0,1,0,0,1,0,0,0,1,0
9832,0,0,0,0,0,0,80000,61287.5,2350.0,0,0,0,0,1,1,0,0,1,0,0,0,0
9833,1,1,1,1,1,1,100000,21713.0,1643.0,1,0,1,0,0,1,0,0,0,0,0,1,1
9834,0,0,0,0,0,0,30000,9358.5,9358.5,0,0,1,0,0,1,0,0,0,0,1,0,0
9835,0,0,0,0,0,0,180000,2620.0,519.0,0,1,0,0,0,0,0,1,0,0,1,0,0
9836,1,1,0,0,0,0,80000,65924.0,2750.0,0,1,0,0,0,0,0,1,0,1,0,0,0
9837,0,0,0,0,0,0,110000,78526.0,2823.0,0,0,0,0,1,1,0,0,0,0,1,0,0
9838,0,0,0,0,0,0,180000,19606.5,4500.0,0,0,0,0,1,1,0,0,0,1,0,0,0
9839,1,1,1,1,1,1,150000,104625.0,4000.0,0,0,0,0,1,1,0,0,0,1,0,0,1
9840,0,0,0,0,0,0,50000,18182.0,1150.0,0,0,0,0,1,1,0,0,0,0,0,1,0
9841,0,0,1,1,0,0,230000,915.0,0.0,0,0,0,0,1,0,0,1,1,0,0,0,1
9842,0,0,0,0,0,0,340000,1812.0,2409.0,1,1,0,0,0,1,0,0,0,0,1,0,1
9843,1,1,1,1,1,1,30000,27446.5,1350.0,1,0,0,0,1,0,0,1,1,0,0,0,1
9844,0,0,0,0,0,0,270000,13268.0,5000.0,0,0,0,0,1,1,0,0,0,0,1,0,0
9845,0,0,0,0,0,0,50000,9342.0,6500.0,0,1,0,0,0,0,0,1,0,0,1,0,0
9846,1,0,0,0,0,0,130000,55126.0,3550.0,0,0,1,0,0,1,0,0,0,0,1,0,0
9847,0,0,0,0,0,0,200000,26052.0,21074.0,0,1,0,0,0,0,0,1,1,0,0,0,0
9848,0,0,0,0,0,0,360000,14420.5,3016.0,1,1,0,0,0,1,0,0,0,0,1,0,1
9849,0,0,0,0,0,0,500000,115455.5,5367.5,1,0,0,0,1,0,0,1,1,0,0,0,0
9850,0,0,0,0,0,0,100000,14608.0,1250.0,0,1,0,0,0,0,0,1,1,0,0,0,0
9851,0,0,0,0,0,0,270000,27152.0,2000.0,0,0,0,0,1,1,0,0,0,0,0,1,0
9852,0,0,0,0,0,0,100000,79564.5,2850.0,1,0,0,0,1,1,0,0,0,0,0,1,1
9853,0,0,0,0,0,0,20000,17640.0,2000.0,0,0,0,0,1,0,0,1,1,0,0,0,0
9854,0,0,0,0,0,0,50000,49551.5,2750.0,0,0,0,0,1,1,0,0,0,0,1,0,0
9855,0,0,0,0,0,0,200000,1026.0,610.0,0,0,0,0,1,0,0,1,0,1,0,0,0
9856,0,0,0,0,1,1,170000,59949.0,2000.0,1,1,0,0,0,1,0,0,0,0,1,0,1
9857,0,0,0,0,0,1,20000,19750.5,5284.0,0,1,0,0,0,0,0,1,1,0,0,0,1
9858,0,1,1,1,1,1,70000,41679.5,301.5,1,0,1,0,0,1,0,0,0,0,0,1,1
9859,0,0,0,0,0,0,260000,0.0,0.0,0,1,0,0,0,0,0,1,0,0,1,0,0
9860,0,0,0,0,0,0,200000,0.0,0.0,0,1,0,0,0,1,0,0,1,0,0,0,0
9861,0,0,0,0,0,0,190000,99783.5,8250.0,0,1,0,0,0,0,0,1,1,0,0,0,0
9862,0,0,0,0,0,0,220000,11299.5,937.5,1,0,1,0,0,1,0,0,0,0,0,1,0
9863,0,0,0,1,0,0,170000,38387.5,1449.5,0,0,1,0,0,0,0,1,0,1,0,0,0
9864,0,0,0,0,0,0,290000,258640.5,8475.0,0,1,0,0,0,0,0,1,0,0,0,1,0
9865,0,0,0,0,0,0,60000,27375.0,1750.0,0,1,0,0,0,0,0,1,1,0,0,0,0
9866,1,0,0,0,0,0,100000,40683.5,2300.0,0,0,1,0,0,1,0,0,0,0,0,1,1
9867,0,0,0,1,1,0,130000,316.0,158.0,0,0,1,0,0,1,0,0,0,0,1,0,0
9868,0,0,0,0,0,0,360000,1651.0,1651.0,1,1,0,0,0,1,0,0,0,0,1,0,0
9869,0,0,0,0,1,1,30000,975.0,75.0,0,0,0,0,1,1,0,0,0,0,1,0,0
9870,0,0,0,0,0,0,20000,16236.5,2000.0,1,0,1,0,0,0,0,1,1,0,0,0,1
9871,1,1,1,1,1,1,110000,600.0,0.0,0,1,0,0,0,0,0,1,0,0,1,0,1
9872,0,0,0,0,0,0,130000,37413.5,2000.0,0,0,0,0,1,0,0,1,0,0,1,0,0
9873,0,0,0,0,0,0,50000,32727.5,1000.0,0,0,0,0,1,0,0,1,1,0,0,0,0
9874,0,0,0,0,0,0,110000,92980.5,3000.0,1,0,0,0,1,1,0,0,0,0,0,1,0
9875,0,0,0,0,0,0,80000,67638.5,2124.5,0,1,0,0,0,0,0,1,1,0,0,0,0
9876,0,0,0,0,0,0,150000,1470.0,1470.0,0,0,0,0,1,1,0,0,0,1,0,0,0
9877,0,0,0,1,1,1,80000,56123.0,2200.0,0,0,0,0,1,1,0,0,0,1,0,0,0
9878,0,0,0,0,0,0,320000,168718.5,13500.0,1,1,0,0,0,0,0,1,0,1,0,0,0
9879,0,0,0,0,0,0,170000,1192.0,1717.0,0,1,0,0,0,0,0,1,0,1,0,0,0
9880,0,0,0,0,0,0,60000,28465.0,1150.0,0,1,0,0,0,0,0,1,1,0,0,0,0
9881,1,1,1,1,1,1,180000,167489.5,6190.0,1,1,0,0,0,0,0,1,1,0,0,0,1
9882,0,0,0,0,0,0,470000,35172.5,3056.5,1,0,0,0,1,0,0,1,0,1,0,0,0
9883,0,0,1,0,0,1,70000,29963.0,3001.5,0,0,1,0,0,1,0,0,0,0,0,1,0
9884,0,0,0,0,0,0,280000,45005.5,1852.5,0,0,0,0,1,1,0,0,0,0,1,0,0
9885,0,0,0,0,0,0,210000,115.5,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0
9886,0,0,0,0,0,0,300000,17094.5,8750.0,1,1,0,0,0,0,0,1,0,1,0,0,0
9887,0,0,0,0,0,0,140000,148759.0,5460.0,0,0,0,0,1,1,0,0,0,0,1,0,0
9888,0,0,0,0,0,0,450000,12958.0,7844.5,1,1,0,0,0,1,0,0,0,0,1,0,0
9889,1,1,0,0,0,0,160000,112106.0,4709.0,0,0,0,0,1,1,0,0,0,0,1,0,0
9890,0,0,0,0,0,1,50000,0.0,0.0,0,0,1,0,0,1,0,0,0,0,1,0,0
9891,0,0,0,0,0,0,50000,14565.0,523.5,1,1,0,0,0,0,0,1,0,0,1,0,0
9892,0,0,0,0,0,0,50000,39507.0,1242.0,1,0,0,0,1,1,0,0,0,1,0,0,0
9893,1,1,1,1,0,0,150000,141930.5,5500.0,0,1,0,0,0,0,0,1,1,0,0,0,1
9894,0,0,0,0,0,0,90000,22841.5,1201.0,1,1,0,0,0,1,0,0,0,0,0,1,0
9895,0,0,0,0,0,0,270000,219336.0,10000.0,0,0,0,0,1,1,0,0,0,0,1,0,0
9896,0,0,0,0,0,0,70000,61020.5,4000.0,1,1,0,0,0,0,0,1,0,0,1,0,0
9897,0,0,0,0,0,0,360000,5321.5,2358.5,1,0,0,0,1,0,0,1,0,1,0,0,0
9898,0,0,0,0,0,1,200000,2099.5,0.0,0,0,0,0,1,1,0,0,0,1,0,0,1
9899,0,0,0,0,0,0,250000,20155.0,11700.0,0,1,0,0,0,1,0,0,0,0,1,0,0
9900,0,0,0,0,0,0,360000,213149.0,7985.5,0,0,0,0,1,0,0,1,0,1,0,0,0
9901,0,0,0,0,1,1,20000,18675.0,1000.0,0,0,0,0,1,1,0,0,0,0,1,0,0
9902,0,0,0,1,1,1,250000,25054.5,2250.0,0,1,0,0,0,0,0,1,1,0,0,0,1
9903,1,1,1,1,1,1,60000,600.0,0.0,0,0,0,0,1,0,0,1,1,0,0,0,1
9904,0,0,0,0,0,1,200000,0.0,0.0,1,0,0,0,1,0,0,1,0,0,1,0,0
9905,0,0,0,0,0,0,30000,28679.0,2250.0,0,0,1,0,0,0,0,1,0,0,1,0,1
9906,0,0,0,0,0,1,500000,0.0,0.0,0,1,0,0,0,0,0,1,0,0,1,0,0
9907,0,0,0,0,0,0,280000,44905.5,10000.0,0,0,1,0,0,1,0,0,0,0,1,0,0
9908,0,0,0,0,0,0,200000,2388.0,2388.0,0,0,0,0,1,1,0,0,0,0,1,0,0
9909,0,0,0,0,0,1,360000,0.0,237.0,0,0,0,0,1,1,0,0,0,1,0,0,0
9910,0,1,1,1,1,1,50000,43728.0,2000.0,0,0,1,0,0,0,0,1,0,0,1,0,1
9911,0,0,0,0,0,0,60000,57654.5,1724.0,1,0,0,0,1,0,0,1,0,1,0,0,0
9912,0,0,0,0,0,0,110000,71781.5,1784.0,1,0,0,0,1,1,0,0,0,0,1,0,0
9913,0,0,0,0,0,0,200000,41412.5,3500.0,0,0,1,0,0,1,0,0,0,0,1,0,0
9914,0,0,0,0,0,1,70000,48847.0,1300.0,0,0,0,0,1,0,0,1,0,0,1,0,0
9915,0,0,0,1,1,1,220000,171855.5,6000.0,0,0,0,1,0,1,0,0,0,0,1,0,1
9916,0,0,0,0,0,0,20000,0.0,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0
9917,0,0,0,0,0,0,220000,6353.0,8250.0,0,1,0,0,0,0,0,1,1,0,0,0,0
9918,0,0,0,0,1,1,180000,97240.5,2294.0,1,0,0,0,1,1,0,0,0,0,1,0,0
9919,0,0,0,0,0,1,100000,47400.0,2400.0,1,0,0,0,1,1,0,0,0,0,0,1,1
9920,0,0,0,0,0,0,200000,3791.5,1197.0,0,1,0,0,0,1,0,0,0,0,1,0,0
9921,1,1,1,1,1,1,200000,188960.0,6414.5,1,0,1,0,0,0,0,1,0,1,0,0,0
9922,0,0,0,0,0,0,400000,123.0,61.5,0,1,0,0,0,1,0,0,0,0,1,0,0
9923,0,0,0,1,1,1,60000,54061.5,1600.0,1,1,0,0,0,1,0,0,0,0,1,0,0
9924,0,0,0,0,0,0,60000,27500.0,700.0,1,0,0,0,1,0,0,1,1,0,0,0,0
9925,0,0,0,0,0,0,210000,1167.0,1287.5,0,0,0,0,1,1,0,0,0,0,1,0,0
9926,0,0,0,0,0,0,200000,31284.5,1000.0,1,1,0,0,0,1,0,0,0,1,0,0,0
9927,0,0,0,0,0,0,50000,0.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0,0
9928,1,0,1,0,0,0,300000,565.0,0.0,0,1,0,0,0,0,0,1,0,0,1,0,1
9929,0,0,0,0,0,0,510000,9143.0,7305.5,0,1,0,0,0,1,0,0,0,0,0,1,0
9930,0,0,0,0,0,1,160000,0.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0,0
9931,0,0,0,0,0,0,50000,2693.0,1977.0,0,0,0,0,1,1,0,0,0,0,1,0,0
9932,0,0,0,0,0,0,220000,18509.5,13541.0,0,1,0,0,0,0,0,1,0,1,0,0,0
9933,0,0,1,1,1,1,20000,7145.5,250.0,1,0,0,0,1,0,0,1,1,0,0,0,1
9934,0,0,0,0,0,0,410000,3603.0,1543.0,1,1,0,0,0,0,0,1,0,1,0,0,1
9935,0,0,0,0,0,0,50000,32537.0,1716.0,0,0,0,0,1,1,0,0,1,0,0,0,1
9936,0,0,0,0,0,0,50000,10792.5,436.0,1,0,1,0,0,1,0,0,0,0,1,0,0
9937,0,0,0,0,0,0,50000,9381.0,500.0,1,0,1,0,0,1,0,0,0,0,0,1,0
9938,0,0,0,1,0,0,70000,4366.5,1000.0,0,0,0,0,1,0,0,1,0,1,0,0,0
9939,0,0,0,0,0,0,120000,91990.5,2794.5,1,0,0,0,1,0,0,1,1,0,0,0,0
9940,0,0,0,0,0,0,170000,416.0,491.0,1,0,0,0,1,1,0,0,0,1,0,0,0
9941,1,1,1,0,0,0,160000,2540.0,665.5,1,1,0,0,0,1,0,0,0,0,0,1,1
9942,0,0,0,1,0,0,30000,29576.0,518.5,0,0,0,0,1,0,0,1,1,0,0,0,0
9943,0,0,0,0,0,1,10000,3541.5,1000.0,0,0,0,0,1,1,0,0,0,0,1,0,0
9944,0,0,0,0,0,0,160000,173890.0,6277.5,0,0,0,0,1,1,0,0,0,1,0,0,0
9945,0,0,1,0,0,0,20000,18049.5,1058.0,1,0,0,0,1,0,0,1,0,1,0,0,0
9946,0,0,0,0,0,0,250000,2506.5,2506.5,0,1,0,0,0,0,0,1,0,1,0,0,0
9947,1,0,0,1,1,1,30000,25340.5,895.5,0,0,0,0,1,0,0,1,1,0,0,0,1
9948,0,0,0,0,0,0,180000,64400.0,2882.5,0,1,0,0,0,0,0,1,0,1,0,0,0
